what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.net,1.0.0.I20080605,org.eclipse.ui.net,1262071632625
started,bundle,org.eclipse.ui.views,3.3.1.M20081112-0800,org.eclipse.ui.views,1262071632625
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1262071632625
started,bundle,org.eclipse.ui.workbench,3.4.2.M20090127-1700,org.eclipse.ui.workbench,1262071632687
started,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1262071632796
started,bundle,org.eclipse.update.configurator,3.2.201.R34x_v20080819,org.eclipse.update.configurator,1262071632796
started,bundle,org.eclipse.wst.common.emf,1.1.203.v200811022047,org.eclipse.wst.common.emf,1262071632796
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.202.v200811131900,org.eclipse.wst.common.emfworkbench.integration,1262071632796
started,bundle,org.eclipse.wst.common.frameworks,1.1.201.v200811060900,org.eclipse.wst.common.frameworks,1262071632796
started,bundle,org.eclipse.wst.common.modulecore,1.1.205.v200901292145,org.eclipse.wst.common.modulecore,1262071632796
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.4.v200810151458,org.eclipse.wst.common.project.facet.core,1262071632796
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,org.eclipse.wst.common.uriresolver,1262071632796
started,bundle,org.eclipse.wst.dtd.ui,1.0.301.v200808072012,org.eclipse.wst.dtd.ui,1262071632859
started,bundle,org.eclipse.wst.sse.core,1.1.303.v200901290024,org.eclipse.wst.sse.core,1262071632937
started,bundle,org.eclipse.wst.sse.ui,1.1.4.v200901202345,org.eclipse.wst.sse.ui,1262071633000
started,bundle,org.eclipse.wst.validation,1.2.6.v200902121900,org.eclipse.wst.validation,1262071633000
started,bundle,org.eclipse.wst.web,1.1.206.v200812100430,org.eclipse.wst.web,1262071633000
started,bundle,org.eclipse.wst.xml.core,1.1.307.v200812040936,org.eclipse.wst.xml.core,1262071633093
started,bundle,org.eclipse.wst.xml.ui,1.0.430.v200901212230,org.eclipse.wst.xml.ui,1262071633234
started,bundle,org.hibernate.eclipse,3.2.4.GA-R200905070146-H18,org.hibernate.eclipse,1262071633234
started,bundle,org.hibernate.eclipse.mapper,3.2.4.GA-R200905070146-H18,org.hibernate.eclipse.mapper,1262071633312
started,bundle,org.eclipse.mylyn.commons.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.commons.ui,1262071634671
started,bundle,org.eclipse.jpt.core,2.0.102.v200901160200,org.eclipse.jpt.core,1262071634984
started,bundle,org.eclipse.wst.dtd.core,1.1.200.v200805140200,org.eclipse.wst.dtd.core,1262071635312
started,bundle,org.eclipse.wst.html.ui,1.0.302.v200810291731,org.eclipse.wst.html.ui,1262071635703
